"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"1795","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Restaurant(<20)","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1796","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1797","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Bar","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1798","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(<20)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1799","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Restaurant(<20)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1800","No Urgent Place","Kid(s)","Sunny","55","6PM","NAC2","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1801","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"1802","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1803","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1804","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"1805","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"1806","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1807","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"1808","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1809","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"1810","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1811","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y1","1","0","0","0","1","1"
"1812","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1813","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1814","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1815","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1816","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1817","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Restaurant(<20)","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1818","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1819","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1820","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(<20)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","0","0","0","1","0"
"1821","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Restaurant(<20)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1822","No Urgent Place","Kid(s)","Sunny","55","6PM","NAC2","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1823","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","0","0","1","0","0"
"1824","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"1825","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","0","0","0","1","0"
"1826","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","1","0","1","0"
"1827","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","1","0","1","0"
"1828","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1829","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y1","1","0","0","1","0","1"
"1830","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1831","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Female","50plus","Married partner","1","Bachelors degree","Retired","$50,000 - $62,499","1","never","less1","4~8","1~3","less1","N","1","1","0","0","1","0"
"1832","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1833","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1834","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","0","0","0","1","1"
"1835","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","1","0","0","1","1"
"1836","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1837","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","1","0","0","1","1"
"1838","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","1","0","0","1","1"
"1839","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","1","0","0","1","1"
"1840","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1841","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","1","0","0","1","1"
"1842","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1843","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","1","0","0","1","1"
"1844","No Urgent Place","Alone","Sunny","55","10AM","NAC1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","0","1","1"
"1845","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y1","1","0","0","1","0","1"
"1846","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","N","1","1","0","0","1","0"
"1847","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","0","0","0","1","1"
"1848","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","1","1","0","1","1"
"1849","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","1","1","0","1","1"
"1850","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","N","1","1","0","0","1","0"
"1851","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","N","1","0","0","1","0","0"
"1852","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","N","1","0","0","0","1","0"
"1853","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","41","Single","0","High School Graduate","Installation, Maintenance, & Repair","$12,500 - $24,999","1","less1","1~3","1~3","less1","never","Y2","1","1","0","0","1","1"
"1854","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y1","1","0","0","0","1","1"
"1855","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y1","1","0","0","0","1","1"
"1856","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y2","1","0","0","0","1","1"
"1857","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y2","1","1","0","0","1","1"
"1858","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y2","1","0","0","0","1","1"
"1859","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y2","1","1","0","0","1","1"
"1860","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y2","1","1","0","0","1","1"
"1861","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Male","21","Single","0","Bachelors degree","Architecture & Engineering","$50,000 - $62,499","1","1~3","never","less1","4~8","never","Y1","1","1","0","0","1","1"
